X_Gruppe 1 -1 - time [sec]	Y_Gruppe 1 - 1 - Fn [mN]	X_Gruppe 1 -1 - time [sec].1	Y_Gruppe 1 - 1 - Pd [nm]	X_Gruppe 1 -2 - time [sec]	Y_Gruppe 1 - 2 - Fn [mN]	X_Gruppe 1 -2 - time [sec].1	Y_Gruppe 1 - 2 - Pd [nm]	X_Gruppe 1 -3 - time [sec]	Y_Gruppe 1 - 3 - Fn [mN]	X_Gruppe 1 -3 - time [sec].1	Y_Gruppe 1 - 3 - Pd [nm]	X_Gruppe 1 -4 - time [sec]	Y_Gruppe 1 - 4 - Fn [mN]	X_Gruppe 1 -4 - time [sec].1	Y_Gruppe 1 - 4 - Pd [nm]	X_Gruppe 1 -5 - time [sec]	Y_Gruppe 1 - 5 - Fn [mN]	X_Gruppe 1 -5 - time [sec].1	Y_Gruppe 1 - 5 - Pd [nm]	X_Gruppe 1 -6 - time [sec]	Y_Gruppe 1 - 6 - Fn [mN]	X_Gruppe 1 -6 - time [sec].1	Y_Gruppe 1 - 6 - Pd [nm]	X_Gruppe 1 -7 - time [sec]	Y_Gruppe 1 - 7 - Fn [mN]	X_Gruppe 1 -7 - time [sec].1	Y_Gruppe 1 - 7 - Pd [nm]	X_Gruppe 1 -8 - time [sec]	Y_Gruppe 1 - 8 - Fn [mN]	X_Gruppe 1 -8 - time [sec].1	Y_Gruppe 1 - 8 - Pd [nm]	X_Gruppe 1 -9 - time [sec]	Y_Gruppe 1 - 9 - Fn [mN]	X_Gruppe 1 -9 - time [sec].1	Y_Gruppe 1 - 9 - Pd [nm]	X_Gruppe 1 -10 - time [sec]	Y_Gruppe 1 - 10 - Fn [mN]	X_Gruppe 1 -10 - time [sec].1	Y_Gruppe 1 - 10 - Pd [nm]	X_Gruppe 1 -11 - time [sec]	Y_Gruppe 1 - 11 - Fn [mN]	X_Gruppe 1 -11 - time [sec].1	Y_Gruppe 1 - 11 - Pd [nm]	X_Gruppe 1 -12 - time [sec]	Y_Gruppe 1 - 12 - Fn [mN]	X_Gruppe 1 -12 - time [sec].1	Y_Gruppe 1 - 12 - Pd [nm]	X_Gruppe 1 -13 - time [sec]	Y_Gruppe 1 - 13 - Fn [mN]	X_Gruppe 1 -13 - time [sec].1	Y_Gruppe 1 - 13 - Pd [nm]	X_Gruppe 1 -14 - time [sec]	Y_Gruppe 1 - 14 - Fn [mN]	X_Gruppe 1 -14 - time [sec].1	Y_Gruppe 1 - 14 - Pd [nm]	X_Gruppe 1 -15 - time [sec]	Y_Gruppe 1 - 15 - Fn [mN]	X_Gruppe 1 -15 - time [sec].1	Y_Gruppe 1 - 15 - Pd [nm]	X_Gruppe 1 -16 - time [sec]	Y_Gruppe 1 - 16 - Fn [mN]	X_Gruppe 1 -16 - time [sec].1	Y_Gruppe 1 - 16 - Pd [nm]	X_Gruppe 1 -17 - time [sec]	Y_Gruppe 1 - 17 - Fn [mN]	X_Gruppe 1 -17 - time [sec].1	Y_Gruppe 1 - 17 - Pd [nm]	X_Gruppe 1 -18 - time [sec]	Y_Gruppe 1 - 18 - Fn [mN]	X_Gruppe 1 -18 - time [sec].1	Y_Gruppe 1 - 18 - Pd [nm]	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0999999999999943	0.23083537668347803	0.0999999999999943	41.7275350628185	0.0999999999999943	0.2445374430659918	0.0999999999999943	41.7275350628185	0.100000000000001	0.22026382228079575	0.100000000000001	55.5446649741497	0.0999999999999943	0.21325593525487954	0.0999999999999943	36.2092441719141	0.100000000000009	0.220447591814794	0.100000000000009	35.3500990968312	0.0999999999999943	0.1899245817672736	0.0999999999999943	34.2950443155131	0.100000000000001	0.23104467621784416	0.100000000000001	32.6885765389308	0.100000000000001	0.24743151772481375	0.100000000000001	35.5587008016301	0.100000000000001	0.21734371143418033	0.100000000000001	37.2121849068207	0.0999999999999943	0.2405377729060857	0.0999999999999943	31.6534215016874	0.0999999999999943	0.2267083077890912	0.0999999999999943	44.6683588961604	0.100000000000009	0.2035978523586882	0.100000000000009	47.7738831250462	0.100000000000009	0.22574845576693292	0.100000000000009	29.0321531792869	0.0999999999999943	0.2123174304256289	0.0999999999999943	64.1118640487546	0.100000000000009	0.21633782622449418	0.100000000000009	35.7903309122774	0.100000000000009	0.22786613479372872	0.100000000000009	50.4142235513426	0.0999999999999943	0.20656831198428807	0.0999999999999943	34.9627498508196	0.0999999999999943	0.20126841006545357	0.0999999999999943	61.1845280218405	
0.199999999999996	0.5025924868232919	0.199999999999996	72.8304985386785	0.199999999999996	0.5324256766781047	0.199999999999996	72.8304985386785	0.200000000000003	0.49349036101204136	0.200000000000003	100.944348560006	0.199999999999989	0.4657571420285716	0.199999999999989	70.6650280335453	0.200000000000003	0.467213848935614	0.200000000000003	64.1436781734226	0.199999999999989	0.4087766486500845	0.199999999999989	62.7590543444967	0.200000000000003	0.49980381341170294	0.200000000000003	63.4865273241305	0.200000000000003	0.5361598323951565	0.200000000000003	63.7044513496222	0.199999999999996	0.4711862186710058	0.199999999999996	69.1881223247037	0.199999999999989	0.47834774581021855	0.199999999999989	56.9235544389811	0.200000000000003	0.5124599732029029	0.200000000000003	80.4622823125099	0.200000000000003	0.4615156196302182	0.200000000000003	86.3161494635277	0.200000000000003	0.4785775098271982	0.200000000000003	56.4876108910536	0.200000000000003	0.48284208478289103	0.200000000000003	101.046020972717	0.200000000000003	0.46306835872660307	0.200000000000003	67.9831555316923	0.200000000000003	0.51282823414202	0.200000000000003	88.1470714375605	0.199999999999989	0.45086684765653445	0.199999999999989	64.1822589386721	0.200000000000003	0.4539322503350148	0.200000000000003	102.088120002008	
0.299999999999997	0.7696275931267589	0.299999999999997	98.0809409156789	0.299999999999997	0.815311614884382	0.299999999999997	98.0809409156789	0.299999999999997	0.7652106104786454	0.299999999999997	137.931706376549	0.299999999999997	0.7201736314399212	0.299999999999997	98.6641907729789	0.300000000000011	0.714018897547026	0.300000000000011	89.9706128620891	0.299999999999997	0.6276023956227497	0.299999999999997	88.7923033587867	0.299999999999997	0.7711676943397436	0.299999999999997	89.4163167686204	0.299999999999997	0.8214545358242011	0.299999999999997	87.562552835152	0.300000000000004	0.7249825607816253	0.300000000000004	96.4614491749674	0.299999999999997	0.7132632500794346	0.299999999999997	80.2267095423305	0.299999999999997	0.7962299875212037	0.299999999999997	103.774259514466	0.300000000000011	0.7176407250813857	0.300000000000011	113.585711005726	0.300000000000011	0.7363783786437984	0.300000000000011	81.3595033832823	0.299999999999997	0.7375673373376763	0.299999999999997	128.18825780414	0.300000000000011	0.7164654200377016	0.300000000000011	94.5303236221661	0.300000000000011	0.7901812813587487	0.300000000000011	115.721954898617	0.299999999999997	0.6943984786726602	0.299999999999997	89.2408161234925	0.299999999999997	0.6962941056112674	0.299999999999997	128.572360154067	
0.399999999999999	1.0337962154506506	0.399999999999999	119.370738502766	0.399999999999999	1.0951609186153632	0.399999999999999	119.370738502766	0.399999999999999	1.0272168249139584	0.399999999999999	171.555311681004	0.399999999999991	0.975626124794118	0.399999999999991	121.658531497814	0.400000000000006	0.9601919349630061	0.400000000000006	113.836508717213	0.399999999999991	0.845986922261764	0.399999999999991	111.97225376236	0.399999999999999	1.0424984034751132	0.399999999999999	110.860605673224	0.399999999999999	1.1058402668979526	0.399999999999999	109.556663119292	0.399999999999999	0.9771870957605647	0.399999999999999	120.08050816803	0.399999999999991	0.9469327237119664	0.399999999999991	102.024337138573	0.399999999999991	1.0718840949100767	0.399999999999991	120.934992082766	0.400000000000006	0.9686703828283844	0.400000000000006	135.788554871396	0.400000000000006	0.9915965656605229	0.400000000000006	103.337706605089	0.400000000000006	0.9878266491924773	0.400000000000006	150.105520333454	0.400000000000006	0.966247556804714	0.400000000000006	116.936880658613	0.400000000000006	1.0612749301750577	0.400000000000006	139.506987579807	0.399999999999991	0.9343641225664916	0.399999999999991	112.787752186705	0.400000000000006	0.9324235807124992	0.400000000000006	149.046145452303	
0.5	1.2969279218945506	0.5	137.867409648606	0.5	1.3739117565842474	0.5	137.867409648606	0.5	1.2893003330181865	0.5	206.004851861508	0.5	1.2244815321869922	0.5	141.338437060767	0.5	1.2046090207119284	0.5	135.234522531391	0.5	1.065290397086181	0.5	131.369038172125	0.5	1.309545629504541	0.5	130.218454614806	0.5	1.3861924499645382	0.5	130.253201859887	0.500000000000007	1.2277703047074775	0.500000000000007	140.634224408132	0.5	1.1793311526514931	0.5	121.253128781973	0.5	1.3420154048711597	0.5	136.341827783326	0.5	1.215233542345058	0.5	154.551867126429	0.5	1.2465234295314556	0.5	124.292705550033	0.5	1.2341086438617672	0.5	170.01720607368	0.5	1.2133158453675164	0.5	137.466554406274	0.5	1.3313826074689668	0.5	161.172438311041	0.5	1.1752545059818802	0.5	134.358947434521	0.5	1.1631957821590875	0.5	166.784607245063	
0.599999999999994	1.557134731719173	0.599999999999994	155.030365931452	0.599999999999994	1.6495640801452152	0.599999999999994	155.030365931452	0.600000000000001	1.5486567700694973	0.600000000000001	241.151747104595	0.599999999999994	1.4749056461763914	0.599999999999994	159.102642101061	0.600000000000009	1.4501771603097502	0.600000000000009	154.46529687324	0.599999999999994	1.281578196977	0.599999999999994	148.061280924594	0.600000000000001	1.5766940611531186	0.600000000000001	148.039562191116	0.600000000000001	1.668600030235345	0.600000000000001	150.055202539079	0.600000000000001	1.4776146552038025	0.600000000000001	159.285268637177	0.599999999999994	1.4145313822055223	0.599999999999994	138.879868245567	0.599999999999994	1.6114531683499826	0.599999999999994	150.745040627953	0.600000000000009	1.4600980521854057	0.600000000000009	171.783835867245	0.600000000000009	1.5000635694862414	0.600000000000009	144.517780427122	0.599999999999994	1.478739437068763	0.599999999999994	189.098132068466	0.600000000000009	1.4585616723305297	0.600000000000009	157.026365741331	0.600000000000009	1.5992369754601041	0.600000000000009	180.67858491122	0.599999999999994	1.4146712996827384	0.599999999999994	153.940241034434	0.599999999999994	1.3956219858582604	0.599999999999994	182.819449037197	
0.699999999999996	1.816806449495013	0.699999999999996	171.748438333452	0.699999999999996	1.9246495493388227	0.699999999999996	171.748438333452	0.700000000000003	1.8108660955715505	0.700000000000003	275.006741503603	0.699999999999989	1.7229656900448935	0.699999999999989	174.919973687793	0.700000000000003	1.6930896950666134	0.700000000000003	172.234999809006	0.699999999999989	1.496409018310288	0.699999999999989	163.473159773275	0.700000000000003	1.8415915508504097	0.700000000000003	164.40680155938	0.700000000000003	1.9495491796346551	0.700000000000003	168.661554198479	0.699999999999996	1.7255769955819975	0.699999999999996	177.033202817256	0.699999999999989	1.6471663199704678	0.699999999999989	155.165712385496	0.700000000000003	1.8828090630747985	0.700000000000003	164.132975442044	0.700000000000003	1.7045885500551674	0.700000000000003	187.57534235192	0.700000000000003	1.7528660959711424	0.700000000000003	163.5268336031	0.700000000000003	1.7247492444188628	0.700000000000003	207.104308174166	0.700000000000003	1.7051975782215576	0.700000000000003	175.408854374837	0.700000000000003	1.866663082749136	0.700000000000003	199.726655409904	0.699999999999989	1.6538517181346417	0.699999999999989	172.199615917634	0.700000000000003	1.6258984940889236	0.700000000000003	197.482690964535	
0.799999999999997	2.078621693529195	0.799999999999997	187.477735380525	0.799999999999997	2.202005781523315	0.799999999999997	187.477735380525	0.799999999999997	2.080795914143555	0.799999999999997	303.928750327031	0.799999999999997	1.9719953480136452	0.799999999999997	189.574820979032	0.800000000000011	1.9375762752542394	0.800000000000011	189.540492101514	0.799999999999997	1.7145795227577498	0.799999999999997	178.009991032013	0.799999999999997	2.10808047162654	0.799999999999997	179.896392182855	0.799999999999997	2.2333815161289676	0.799999999999997	185.342278200551	0.800000000000004	1.9739260246690618	0.800000000000004	193.750970538531	0.799999999999997	1.877404747829959	0.799999999999997	170.596103998833	0.799999999999997	2.151623600601999	0.799999999999997	176.627313521749	0.800000000000011	1.9507809904513145	0.800000000000011	202.291721507208	0.800000000000011	2.0070278922783364	0.800000000000011	181.511791197408	0.799999999999997	1.9702578252089065	0.799999999999997	223.455581362941	0.800000000000011	1.949632712735768	0.800000000000011	192.759971469059	0.800000000000011	2.1318276524955118	0.800000000000011	218.072987081541	0.799999999999997	1.8936814108652276	0.799999999999997	189.018296623544	0.799999999999997	1.8550979943284749	0.799999999999997	211.242436307657	
0.899999999999999	2.3369650032854423	0.899999999999999	201.955404008913	0.899999999999999	2.475683990247896	0.899999999999999	201.955404008913	0.899999999999999	2.3441676381082908	0.899999999999999	326.438271258666	0.899999999999991	2.217999875596752	0.899999999999991	203.721456273342	0.900000000000006	2.1785889459163	0.900000000000006	206.201648325077	0.899999999999991	1.926811726683496	0.899999999999991	191.515650840302	0.899999999999999	2.371902606264575	0.899999999999999	194.317158275226	0.899999999999999	2.5106235423856766	0.899999999999999	200.751228476293	0.899999999999999	2.221278400759457	0.899999999999999	209.297313631396	0.899999999999991	2.109713466428507	0.899999999999991	184.893137884501	0.899999999999991	2.4193813065269523	0.899999999999991	188.804224308115	0.900000000000006	2.192295236068516	0.900000000000006	216.124044527532	0.900000000000006	2.259003316529412	0.900000000000006	198.691100194992	0.900000000000006	2.212198054899237	0.900000000000006	238.855272982619	0.900000000000006	2.1957971428697998	0.900000000000006	208.635460694495	0.900000000000006	2.399791742902509	0.900000000000006	235.857269217376	0.899999999999991	2.1312169166568182	0.899999999999991	204.32339169929	0.900000000000006	2.0849891831529113	0.900000000000006	223.846536755445	
