X_bmelabs-group03-sample03 -1 - time [sec]	Y_bmelabs-group03-sample03 - 1 - Fn [mN]	X_bmelabs-group03-sample03 -1 - time [sec]	Y_bmelabs-group03-sample03 - 1 - Pd [nm]	X_bmelabs-group03-sample03 -2 - time [sec]	Y_bmelabs-group03-sample03 - 2 - Fn [mN]	X_bmelabs-group03-sample03 -2 - time [sec]	Y_bmelabs-group03-sample03 - 2 - Pd [nm]	X_bmelabs-group03-sample03 -3 - time [sec]	Y_bmelabs-group03-sample03 - 3 - Fn [mN]	X_bmelabs-group03-sample03 -3 - time [sec]	Y_bmelabs-group03-sample03 - 3 - Pd [nm]	X_bmelabs-group03-sample03 -4 - time [sec]	Y_bmelabs-group03-sample03 - 4 - Fn [mN]	X_bmelabs-group03-sample03 -4 - time [sec]	Y_bmelabs-group03-sample03 - 4 - Pd [nm]	X_bmelabs-group03-sample03 -5 - time [sec]	Y_bmelabs-group03-sample03 - 5 - Fn [mN]	X_bmelabs-group03-sample03 -5 - time [sec]	Y_bmelabs-group03-sample03 - 5 - Pd [nm]	X_bmelabs-group03-sample03 -6 - time [sec]	Y_bmelabs-group03-sample03 - 6 - Fn [mN]	X_bmelabs-group03-sample03 -6 - time [sec]	Y_bmelabs-group03-sample03 - 6 - Pd [nm]	X_bmelabs-group03-sample03 -7 - time [sec]	Y_bmelabs-group03-sample03 - 7 - Fn [mN]	X_bmelabs-group03-sample03 -7 - time [sec]	Y_bmelabs-group03-sample03 - 7 - Pd [nm]	X_bmelabs-group03-sample03 -8 - time [sec]	Y_bmelabs-group03-sample03 - 8 - Fn [mN]	X_bmelabs-group03-sample03 -8 - time [sec]	Y_bmelabs-group03-sample03 - 8 - Pd [nm]	X_bmelabs-group03-sample03 -9 - time [sec]	Y_bmelabs-group03-sample03 - 9 - Fn [mN]	X_bmelabs-group03-sample03 -9 - time [sec]	Y_bmelabs-group03-sample03 - 9 - Pd [nm]	X_bmelabs-group03-sample03 -10 - time [sec]	Y_bmelabs-group03-sample03 - 10 - Fn [mN]	X_bmelabs-group03-sample03 -10 - time [sec]	Y_bmelabs-group03-sample03 - 10 - Pd [nm]	X_bmelabs-group03-sample03 -11 - time [sec]	Y_bmelabs-group03-sample03 - 11 - Fn [mN]	X_bmelabs-group03-sample03 -11 - time [sec]	Y_bmelabs-group03-sample03 - 11 - Pd [nm]	X_bmelabs-group03-sample03 -12 - time [sec]	Y_bmelabs-group03-sample03 - 12 - Fn [mN]	X_bmelabs-group03-sample03 -12 - time [sec]	Y_bmelabs-group03-sample03 - 12 - Pd [nm]	X_bmelabs-group03-sample03 -13 - time [sec]	Y_bmelabs-group03-sample03 - 13 - Fn [mN]	X_bmelabs-group03-sample03 -13 - time [sec]	Y_bmelabs-group03-sample03 - 13 - Pd [nm]	X_bmelabs-group03-sample03 -14 - time [sec]	Y_bmelabs-group03-sample03 - 14 - Fn [mN]	X_bmelabs-group03-sample03 -14 - time [sec]	Y_bmelabs-group03-sample03 - 14 - Pd [nm]	X_bmelabs-group03-sample03 -15 - time [sec]	Y_bmelabs-group03-sample03 - 15 - Fn [mN]	X_bmelabs-group03-sample03 -15 - time [sec]	Y_bmelabs-group03-sample03 - 15 - Pd [nm]	X_bmelabs-group03-sample03 -16 - time [sec]	Y_bmelabs-group03-sample03 - 16 - Fn [mN]	X_bmelabs-group03-sample03 -16 - time [sec]	Y_bmelabs-group03-sample03 - 16 - Pd [nm]	X_bmelabs-group03-sample03 -17 - time [sec]	Y_bmelabs-group03-sample03 - 17 - Fn [mN]	X_bmelabs-group03-sample03 -17 - time [sec]	Y_bmelabs-group03-sample03 - 17 - Pd [nm]	X_bmelabs-group03-sample03 -18 - time [sec]	Y_bmelabs-group03-sample03 - 18 - Fn [mN]	X_bmelabs-group03-sample03 -18 - time [sec]	Y_bmelabs-group03-sample03 - 18 - Pd [nm]	X_bmelabs-group03-sample03 -19 - time [sec]	Y_bmelabs-group03-sample03 - 19 - Fn [mN]	X_bmelabs-group03-sample03 -19 - time [sec]	Y_bmelabs-group03-sample03 - 19 - Pd [nm]	X_bmelabs-group03-sample03 -20 - time [sec]	Y_bmelabs-group03-sample03 - 20 - Fn [mN]	X_bmelabs-group03-sample03 -20 - time [sec]	Y_bmelabs-group03-sample03 - 20 - Pd [nm]	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.0999984741210938	0.139321574033863	0.0999984741210938	37.6398929802235	0.0999984741210938	0.142451567117165	0.0999984741210938	33.1356204696931	0.0999984741210938	0.136923451292407	0.0999984741210938	44.6141257270938	0.0999984741210938	0.138851881894704	0.0999984741210938	34.3620740750339	0.0999984741210938	0.141320039361901	0.0999984741210938	39.0073182643391	0.0999984741210938	0.141087896310411	0.0999984741210938	48.6213593831053	0.0999984741210938	0.142618990529628	0.0999984741210938	35.5996689904714	0.100006103515625	0.137912501254366	0.100006103515625	43.2562501373468	0.0999984741210938	0.137570611302901	0.0999984741210938	52.0960838912288	0.0999984741210938	0.139193968297014	0.0999984741210938	42.7862687502056	0.100006103515625	0.145648837338441	0.100006103515625	34.8943558492465	0.0999984741210938	0.144201376608916	0.0999984741210938	34.4966792908963	0.0999984741210938	0.143532381450954	0.0999984741210938	38.2435700885253	0.0999984741210938	0.143447183630471	0.0999984741210938	31.1397343466524	0.0999984741210938	0.141298335181663	0.0999984741210938	33.3488969772588	0.0999984741210938	0.141744587824797	0.0999984741210938	32.0292201649863	0.100006103515625	0.145520340296839	0.100006103515625	35.6524196831742	0.0999984741210938	0.140965227310501	0.0999984741210938	34.8650246451143	0.100006103515625	0.143472427563873	0.100006103515625	34.269305615453	0.100006103515625	0.143777886797787	0.100006103515625	33.7672645400744	
0.199996948242188	0.309048088875109	0.199996948242188	73.9796632842626	0.199996948242188	0.310977767304061	0.199996948242188	65.19076123368	0.199996948242188	0.311555343698159	0.199996948242188	81.8108674138784	0.199996948242188	0.307909328818417	0.199996948242188	69.6552433510078	0.200004577636719	0.313547184267194	0.200004577636719	71.9887793820817	0.199996948242188	0.31709792776375	0.199996948242188	85.0363903737161	0.200004577636719	0.314758489254849	0.200004577636719	65.494987211423	0.200004577636719	0.30397788541485	0.200004577636719	87.2137206897605	0.199996948242188	0.316551576139847	0.199996948242188	92.6329448702745	0.199996948242188	0.313992436466217	0.199996948242188	79.0225840319181	0.200004577636719	0.316264823391817	0.200004577636719	63.5768628853839	0.199996948242188	0.315894058804322	0.199996948242188	64.3499333818909	0.200004577636719	0.315800722825744	0.200004577636719	68.965391619713	0.200004577636719	0.314512911148444	0.200004577636719	59.1312527831178	0.199996948242188	0.309765963913339	0.199996948242188	66.4624622004339	0.199996948242188	0.312159189935619	0.199996948242188	60.8115442446433	0.200004577636719	0.317714685187209	0.200004577636719	64.0045527688926	0.199996948242188	0.312337854701909	0.199996948242188	66.0513705952326	0.200004577636719	0.315043179269022	0.200004577636719	63.6491677141748	0.200004577636719	0.31214424875757	0.200004577636719	65.4420091450447	
0.300003051757813	0.480157792278218	0.300003051757813	106.715333458851	0.300003051757813	0.48318468504842	0.300003051757813	93.8564426178345	0.299995422363281	0.487050673941285	0.299995422363281	110.738255898468	0.299995422363281	0.48126433439656	0.299995422363281	98.8898136711214	0.300003051757813	0.486663422034843	0.300003051757813	99.5141817838885	0.300003051757813	0.489306562634002	0.300003051757813	116.399405669654	0.300003051757813	0.487223674374919	0.300003051757813	91.1918505153153	0.300003051757813	0.480226131705938	0.300003051757813	125.749693324906	0.300003051757813	0.492574384173977	0.300003051757813	123.33839549683	0.300003051757813	0.488820619644504	0.300003051757813	106.592324300436	0.300003051757813	0.488740485890211	0.300003051757813	87.0986696099862	0.300003051757813	0.486137603162075	0.300003051757813	89.8032794793835	0.300003051757813	0.488937507896442	0.300003051757813	94.9371496972162	0.300003051757813	0.485353666070719	0.300003051757813	82.0614332042169	0.300003051757813	0.484366293216887	0.300003051757813	94.6306499827188	0.300003051757813	0.48401872438085	0.300003051757813	85.9811279951828	0.300003051757813	0.488595807119862	0.300003051757813	89.576815298642	0.299995422363281	0.486073683878335	0.299995422363281	92.0563252293505	0.300003051757813	0.487676759141836	0.300003051757813	88.2323547557462	0.300003051757813	0.483683757502632	0.300003051757813	94.0251538850134	
0.400001525878906	0.653289600594211	0.400001525878906	135.005166157498	0.400001525878906	0.654520263265918	0.400001525878906	118.956450023688	0.400001525878906	0.660740810106683	0.400001525878906	133.818048198009	0.400001525878906	0.655179675988287	0.400001525878906	121.985294754268	0.400001525878906	0.658664488398946	0.400001525878906	123.107838589931	0.400001525878906	0.662286274341311	0.400001525878906	144.412524605286	0.400001525878906	0.658266409868235	0.400001525878906	114.284603114356	0.400001525878906	0.651804901515889	0.400001525878906	159.169076141552	0.400001525878906	0.664453796534197	0.400001525878906	149.259903992061	0.400001525878906	0.661092759068936	0.400001525878906	129.867203213507	0.400001525878906	0.660105284351704	0.400001525878906	108.829453893122	0.400001525878906	0.65884106132755	0.400001525878906	112.795305540203	0.400001525878906	0.660534147457202	0.400001525878906	117.253193820943	0.400001525878906	0.657096115813168	0.400001525878906	102.67763173033	0.400001525878906	0.655296222270237	0.400001525878906	119.227934192168	0.400001525878906	0.65244194066996	0.400001525878906	108.552285382757	0.400001525878906	0.660960554927156	0.400001525878906	112.230736704078	0.399993896484375	0.655945281305553	0.399993896484375	113.865098683164	0.400001525878906	0.658470947938222	0.400001525878906	109.287384475465	0.400001525878906	0.656910968169039	0.400001525878906	118.092202683329	
0.5	0.82418606024458	0.5	159.092223839252	0.5	0.824751584015625	0.5	141.141299536685	0.5	0.829969271127722	0.5	154.446070155245	0.5	0.825010935508953	0.5	142.026010507834	0.5	0.82861623777035	0.5	143.925490192487	0.5	0.833105026769103	0.5	168.248107002	0.5	0.827233285677094	0.5	134.606352730771	0.5	0.825233685299737	0.5	186.457782547222	0.5	0.834232261709637	0.5	172.832415046287	0.5	0.829963999696752	0.5	151.238964463118	0.5	0.827345430004957	0.5	128.402916743653	0.5	0.827328597078044	0.5	132.157538246247	0.5	0.829064291212884	0.5	137.676806843956	0.5	0.826065087097692	0.5	121.214725368191	0.5	0.825559557231493	0.5	140.569909490296	0.5	0.824391842503243	0.5	130.278067445033	0.5	0.829823413652311	0.5	132.22825145931	0.5	0.827812353642412	0.5	134.332594825537	0.5	0.827664018703585	0.5	129.088221001439	0.5	0.828948821772595	0.5	136.794142235885	
0.599998474121094	0.99542035713827	0.599998474121094	179.680682776961	0.599998474121094	0.994716779355879	0.599998474121094	160.8482307347	0.599998474121094	0.998876018426528	0.599998474121094	172.949967236491	0.599998474121094	0.99460686147091	0.599998474121094	160.389390657656	0.599998474121094	0.997321935820631	0.599998474121094	162.768174050143	0.599998474121094	1.00137370172792	0.599998474121094	190.218770512729	0.599998474121094	0.997262858686389	0.599998474121094	153.314886119915	0.600006103515625	0.99571564822204	0.600006103515625	211.528231375269	0.599998474121094	1.00321648340039	0.599998474121094	195.198708752287	0.599998474121094	0.99947919163795	0.599998474121094	170.978182723047	0.600006103515625	0.998208827705944	0.600006103515625	146.73310033686	0.599998474121094	0.997929012583075	0.599998474121094	150.565711010131	0.599998474121094	0.998415977844555	0.599998474121094	157.373278852901	0.599998474121094	0.995088075088248	0.599998474121094	138.372342917137	0.599998474121094	0.995967188975346	0.599998474121094	158.578359332751	0.599998474121094	0.991903934331685	0.599998474121094	150.316964209196	0.600006103515625	0.999373471980268	0.600006103515625	149.630977830384	0.599998474121094	0.995495052114578	0.599998474121094	152.401980813011	0.600006103515625	0.996098119824621	0.600006103515625	148.286289913813	0.600006103515625	0.998512558900031	0.600006103515625	152.290112964693	
0.699996948242188	1.16447623245523	0.699996948242188	198.383986571571	0.699996948242188	1.1625924362122	0.699996948242188	179.217295226408	0.699996948242188	1.16801617843135	0.699996948242188	190.401578947785	0.699996948242188	1.16326028904488	0.699996948242188	177.049514604732	0.700004577636719	1.16657036206814	0.700004577636719	180.274128069868	0.699996948242188	1.17105146765613	0.699996948242188	211.392716664704	0.700004577636719	1.16529171809688	0.700004577636719	170.610519489856	0.700004577636719	1.16351598436973	0.700004577636719	234.260141951381	0.699996948242188	1.17162357616841	0.699996948242188	216.075022763107	0.699996948242188	1.16694646357022	0.699996948242188	189.332467925851	0.700004577636719	1.16680707442074	0.700004577636719	163.128333952045	0.699996948242188	1.16599617263211	0.699996948242188	167.369307746412	0.700004577636719	1.16671771475275	0.700004577636719	175.784862221917	0.700004577636719	1.16456700365891	0.700004577636719	154.14593690366	0.699996948242188	1.16546486041168	0.699996948242188	174.806018549134	0.699996948242188	1.16107692345526	0.699996948242188	168.244014275842	0.700004577636719	1.16845949886375	0.700004577636719	166.015752256499	0.699996948242188	1.1647048284776	0.699996948242188	168.878614204004	0.700004577636719	1.16452220922859	0.700004577636719	166.447534866165	0.700004577636719	1.16692745149414	0.700004577636719	166.359086506418	
0.800003051757813	1.33208448333364	0.800003051757813	215.817181015154	0.800003051757813	1.3313987170944	0.800003051757813	196.82420315803	0.799995422363281	1.33551697797426	0.799995422363281	206.922777579166	0.799995422363281	1.33141895153129	0.799995422363281	192.604375115479	0.800003051757813	1.33505789781864	0.800003051757813	196.584778677789	0.800003051757813	1.33984226530147	0.800003051757813	230.894784181146	0.800003051757813	1.33383850924257	0.800003051757813	187.297018783283	0.800003051757813	1.33424730889617	0.800003051757813	256.231260209461	0.800003051757813	1.34082473779815	0.800003051757813	235.733523368253	0.800003051757813	1.33726602712849	0.800003051757813	206.943468583631	0.800003051757813	1.33516224595839	0.800003051757813	178.349182533566	0.800003051757813	1.33569698879263	0.800003051757813	181.954419531394	0.800003051757813	1.33588395178807	0.800003051757813	192.491143025109	0.800003051757813	1.3314310114303	0.800003051757813	169.01503840927	0.800003051757813	1.33253131441537	0.800003051757813	190.525042853551	0.800003051757813	1.33031801553794	0.800003051757813	185.616954695433	0.800003051757813	1.33647322428332	0.800003051757813	181.014002009761	0.799995422363281	1.3335680364487	0.799995422363281	184.632199307089	0.800003051757813	1.33329729080645	0.800003051757813	183.202701009577	0.800003051757813	1.33580043835168	0.800003051757813	179.729568117182	
0.900001525878906	1.50100229008734	0.900001525878906	232.528464039206	0.900001525878906	1.49973048915379	0.900001525878906	213.047314900905	0.900001525878906	1.50456225949759	0.900001525878906	222.501284952159	0.900001525878906	1.49918610931428	0.900001525878906	207.182210942847	0.900001525878906	1.50254135147966	0.900001525878906	211.7881194863	0.900001525878906	1.50789510626679	0.900001525878906	248.829564952757	0.900001525878906	1.50205945392235	0.900001525878906	203.611079996335	0.900001525878906	1.50001910818484	0.900001525878906	276.245145869325	0.900001525878906	1.50868968444551	0.900001525878906	253.986854659161	0.900001525878906	1.5041934812464	0.900001525878906	223.494680540171	0.900001525878906	1.50322474939484	0.900001525878906	192.727384273894	0.900001525878906	1.50335646240951	0.900001525878906	195.838993022335	0.900001525878906	1.5025513340929	0.900001525878906	208.118990485673	0.900001525878906	1.50061727189975	0.900001525878906	183.422571353731	0.900001525878906	1.50008077555983	0.900001525878906	206.101503863465	0.900001525878906	1.49624965305373	0.900001525878906	202.261389858904	0.900001525878906	1.50428310648682	0.900001525878906	195.524762602872	0.899993896484375	1.50040457020582	0.899993896484375	199.101805264945	0.900001525878906	1.50100228281138	0.900001525878906	199.328496819362	0.900001525878906	1.50286514612564	0.900001525878906	192.232391782454	
