"File Path: C:\Users\Administrator\Desktop\BME_labs\2026\Group 1\G1_Sample_1 26-02-2026 16 52 27\DAQ- Time, … - (Timed).csv   
Test: Solution
Test Run: G1_Sample_1
Date: 26/02/2026 16:45:46

"
"cycle_nb","Time ","Axial Force ","Axial Displacement "
"cycle_nb","sec","N","mm"
"1","4.1494140625","-5.8761191368103","-0.00022798776910804"
"1","4.1591796875","-5.57153463363647","0.00103712079635443"
"1","4.1689453125","-4.83683300018311","-0.000341534615699857"
"1","4.1787109375","-4.37763071060181","0.000447928897528982"
"1","4.1884765625","-4.68553972244263","0.000570416432310594"
"1","4.1982421875","-5.56115531921387","-0.000223517417907715"
"1","4.2080078125","-6.09589290618896","-0.000526607038864313"
"1","4.2177734375","-6.23756074905396","-0.000693798085649178"
"1","4.2275390625","-5.86245679855347","-0.000964701143857383"
"1","4.2373046875","-5.58764219284058","-0.00132054094592604"
"1","4.2470703125","-6.01496553421021","-0.000780522839249898"
"1","4.2568359375","-6.65013217926025","-0.00218600030166272"
"1","4.2666015625","-7.21510028839111","-0.00220030551645323"
"1","4.2763671875","-7.89058399200439","-0.0026920438358502"
"1","4.2861328125","-7.45964241027832","-0.00269561996901757"
"1","4.2958984375","-6.91502809524536","-0.00219941148316138"
"1","4.3056640625","-7.23376417160034","-0.00327944758282683"
"1","4.3154296875","-7.64678239822388","-0.00317841772812244"
"1","4.3251953125","-8.31674766540527","-0.00381588915843167"
"1","4.3349609375","-8.86228370666504","-0.00483870508105611"
"1","4.3447265625","-8.91739463806152","-0.00543236728844931"
"1","4.3544921875","-8.23720359802246","-0.00467419613414677"
"1","4.3642578125","-8.1824836730957","-0.00508636230733828"
"1","4.3740234375","-8.72497463226318","-0.00585526231589029"
"1","4.3837890625","-9.65920734405518","-0.0059285757743055"
"1","4.3935546875","-10.3358087539673","-0.00591069465372129"
"1","4.4033203125","-10.727466583252","-0.00665009019940044"
"1","4.4130859375","-10.609715461731","-0.00687092551743262"
"1","4.4228515625","-10.0685796737671","-0.00764518972573569"
"1","4.4326171875","-10.2249164581299","-0.00783741506893421"
"1","4.4423828125","-11.169695854187","-0.00765413005865412"
"1","4.4521484375","-11.4908351898193","-0.00798761811893201"
"1","4.4619140625","-11.9377164840698","-0.00836312756291591"
"1","4.4716796875","-11.9538507461548","-0.00898003600013908"
"1","4.4814453125","-11.5873241424561","-0.00909894697542768"
"1","4.4912109375","-11.6214809417725","-0.00972568977886112"
"1","4.5009765625","-12.2515344619751","-0.010292529623257"
"1","4.5107421875","-13.1049242019653","-0.0103300808405038"
"1","4.5205078125","-13.7535572052002","-0.0107869509520242"
"1","4.5302734375","-14.0329542160034","-0.0106036659417441"
"1","4.5400390625","-13.5653142929077","-0.011227726645302"
"1","4.5498046875","-13.5145196914673","-0.0118499992822763"
"1","4.5595703125","-13.6584510803223","-0.011365413229214"
"1","4.5693359375","-14.1448249816895","-0.0120225549835595"
"1","4.5791015625","-15.0593605041504","-0.0121146440505981"
"1","4.5888671875","-15.5746097564697","-0.0126332042782451"
"1","4.5986328125","-15.6162538528442","-0.0132384893731796"
"1","4.6083984375","-15.1838312149048","-0.0136399266921217"
"1","4.6181640625","-15.1221132278442","-0.0134405490825884"
"1","4.6279296875","-15.8826446533203","-0.0142005083034746"
"1","4.6376953125","-16.8395938873291","-0.0139099356601946"
"1","4.6474609375","-17.2135944366455","-0.0149202351167332"
"1","4.6572265625","-17.5932655334473","-0.0146645306813298"
"1","4.6669921875","-17.0200271606445","-0.0155711168190464"
"1","4.6767578125","-16.9726428985596","-0.0152492521010572"
"1","4.6865234375","-17.30126953125","-0.0158098337124102"
"1","4.6962890625","-18.1361064910889","-0.0166779755090829"
"1","4.7060546875","-19.0734405517578","-0.016757547200541"
"1","4.7158203125","-19.6716842651367","-0.017249285519938"
"1","4.7255859375","-19.0484485626221","-0.0168433780345367"
"1","4.7353515625","-18.732141494751","-0.017254649719689"
"1","4.7451171875","-18.9334621429443","-0.0173100834217621"
"1","4.7548828125","-20.211088180542","-0.0181871655513532"
"1","4.7646484375","-21.0979614257813","-0.018897950212704"
"1","4.7744140625","-21.6670379638672","-0.0186994675459573"
"1","4.7841796875","-21.7317886352539","-0.0193834312085528"
"1","4.7939453125","-21.2743473052979","-0.0193914765986847"
"1","4.8037109375","-21.683256149292","-0.0202783940039808"
"1","4.8134765625","-22.4518775939941","-0.0202202791115269"
"1","4.8232421875","-23.1083488464355","-0.0207540397241246"
"1","4.8330078125","-23.9622554779053","-0.0209042427741224"
"1","4.8427734375","-24.310173034668","-0.0213423372770194"
"1","4.8525390625","-24.2304344177246","-0.0214093925023917"
"1","4.8623046875","-24.0395374298096","-0.021486283003469"
"1","4.8720703125","-24.7524719238281","-0.0225993990170537"
"1","4.8818359375","-25.5211353302002","-0.0224035975406878"
"1","4.8916015625","-26.0629978179932","-0.022503732907353"
"1","4.9013671875","-26.8873844146729","-0.0228425851673819"
"1","4.9111328125","-26.4248447418213","-0.0231868034461513"
"1","4.9208984375","-26.4632892608643","-0.0230911373364506"
"1","4.9306640625","-26.6244163513184","-0.0237500662478851"
"1","4.9404296875","-27.3767070770264","-0.0237634776567575"
