"File Path: C:\Users\Administrator\Desktop\BME_labs\2026\Group 2\G2_Sample_A5 26-03-2026 17 14 51\DAQ- Time, … - (Timed).csv   
Test: Solution
Test Run: G2_Sample_A5
Date: 26/03/2026 17:13:44

"
"cycle_nb","Time ","Axial Force ","Axial Displacement "
"cycle_nb","sec","N","mm"
"1","11.837890625","-86.1904373168945","-0.0416555994888768"
"1","11.84765625","-86.0705490112305","-0.0408571941079572"
"1","11.857421875","-86.7911758422852","-0.0420409451180603"
"1","11.8671875","-88.9837493896484","-0.0419604766648263"
"1","11.876953125","-90.7051849365234","-0.0424477475462481"
"1","11.88671875","-92.2307205200195","-0.0430235268140677"
"1","11.896484375","-92.7053985595703","-0.0429609426646493"
"1","11.90625","-92.3830871582031","-0.0433695313404314"
"1","11.916015625","-92.9800491333008","-0.0433802597399335"
"1","11.92578125","-94.1894302368164","-0.0440481308032759"
"1","11.935546875","-96.245849609375","-0.0438255083281547"
"1","11.9453125","-98.520622253418","-0.0446587800979614"
"1","11.955078125","-99.1695556640625","-0.0445801015303005"
"1","11.96484375","-99.392219543457","-0.0456610323453788"
"1","11.974609375","-98.8961181640625","-0.0453382745035924"
"1","11.984375","-99.3817367553711","-0.0453892353107221"
"1","11.994140625","-101.06755065918","-0.0465407974843401"
"1","12.00390625","-103.272583007813","-0.0463333708466962"
"1","12.013671875","-104.764778137207","-0.0469967708340846"
"1","12.0234375","-105.319236755371","-0.0460588926216587"
"1","12.033203125","-106.313423156738","-0.0472560532216448"
"1","12.04296875","-106.692558288574","-0.0474509579362348"
"1","12.052734375","-107.653518676758","-0.0481536990264431"
"1","12.0625","-109.312103271484","-0.0483682742924429"
"1","12.072265625","-111.171318054199","-0.0487008692289237"
"1","12.08203125","-112.327964782715","-0.0495082131237723"
"1","12.091796875","-112.092803955078","-0.0487867000629194"
"1","12.1015625","-112.631591796875","-0.0491282335133292"
"1","12.111328125","-113.542808532715","-0.0496396423841361"
"1","12.12109375","-115.787178039551","-0.050144790293416"
"1","12.130859375","-117.583808898926","-0.0501179711136501"
"1","12.140625","-119.301261901855","-0.0516155378136318"
"1","12.150390625","-119.690910339355","-0.0508305420225952"
"1","12.16015625","-119.405059814453","-0.0521689653396606"
"1","12.169921875","-119.816940307617","-0.0515788779011928"
"1","12.1796875","-121.469329833984","-0.0524425522598904"
"1","12.189453125","-123.199157714844","-0.0528413074789569"
"1","12.19921875","-125.0732421875","-0.0531041623617057"
"1","12.208984375","-125.598640441895","-0.0525864961673506"
"1","12.21875","-126.145523071289","-0.0533625498064794"
"1","12.228515625","-126.26927947998","-0.0534895079908893"
"1","12.23828125","-127.664672851563","-0.0540983674000017"
"1","12.248046875","-129.783050537109","-0.0537550440640189"
"1","12.2578125","-131.662155151367","-0.0549986943951808"
"1","12.267578125","-132.929809570313","-0.0546589508303441"
"1","12.27734375","-133.507522583008","-0.0553080426470842"
"1","12.287109375","-133.343383789063","-0.0554555663256906"
"1","12.296875","-134.255950927734","-0.056134165788535"
"1","12.306640625","-135.785675048828","-0.0560644257348031"
"1","12.31640625","-138.482269287109","-0.0565454356546979"
"1","12.326171875","-140.050079345703","-0.0569155818084255"
"1","12.3359375","-140.310256958008","-0.0567618008062709"
"1","12.345703125","-140.201705932617","-0.0573912257095799"
"1","12.35546875","-140.277404785156","-0.0577694190724287"
"1","12.365234375","-141.849334716797","-0.0576576603634749"
"1","12.375","-144.33772277832","-0.0585061316087376"
"1","12.384765625","-146.160827636719","-0.0585857051191852"
"1","12.39453125","-146.859741210938","-0.0589916126045864"
"1","12.404296875","-147.339279174805","-0.0590568779443856"
"1","12.4140625","-147.283462524414","-0.059257148677716"
"1","12.423828125","-148.941421508789","-0.0593027471040841"
"1","12.43359375","-150.094284057617","-0.0597104444750585"
"1","12.443359375","-152.591979980469","-0.0606036192039028"
"1","12.453125","-154.299560546875","-0.0603631124249659"
"1","12.462890625","-154.76838684082","-0.0613868251093663"
"1","12.47265625","-155.247528076172","-0.0615763638052158"
"1","12.482421875","-155.915313720703","-0.0616639881627634"
"1","12.4921875","-157.573623657227","-0.0620484352111816"
"1","12.501953125","-159.361999511719","-0.0623068190179765"
"1","12.51171875","-161.058563232422","-0.0630793001619168"
"1","12.521484375","-162.505355834961","-0.0632795708952472"
"1","12.53125","-162.706359863281","-0.0632366572972387"
"1","12.541015625","-162.874603271484","-0.0629800561000593"
"1","12.55078125","-164.304260253906","-0.0636380937066861"
"1","12.560546875","-166.782989501953","-0.0643596067675389"
"1","12.5703125","-168.946426391602","-0.0647100823698565"
"1","12.580078125","-169.455535888672","-0.0661361191305332"
"1","12.58984375","-167.956726074219","-0.0640636717434973"
"1","12.599609375","-166.436508178711","-0.0648021668894216"
"1","12.609375","-165.443420410156","-0.0643256280454807"
"1","12.619140625","-166.251541137695","-0.0646251428406686"
"1","12.62890625","-166.862976074219","-0.0647887572995387"
"1","12.638671875","-166.400405883789","-0.0638589262962341"
"1","12.6484375","-164.781661987305","-0.0646814733045176"
"1","12.658203125","-162.42057800293","-0.0638893252471462"
"1","12.66796875","-160.617553710938","-0.0637605771771632"
"1","12.677734375","-159.646469116211","-0.0637418052065186"
"1","12.6875","-159.317108154297","-0.0634530151728541"
"1","12.697265625","-158.752059936523","-0.0629550195299089"
"1","12.70703125","-157.729202270508","-0.0630632057436742"
"1","12.716796875","-155.150436401367","-0.062161088862922"
"1","12.7265625","-152.844512939453","-0.0626125911367126"
"1","12.736328125","-151.611297607422","-0.0622522857156582"
"1","12.74609375","-150.701141357422","-0.0615960379946046"
"1","12.755859375","-149.967147827148","-0.061652361182496"
"1","12.765625","-148.886276245117","-0.0617614423390478"
"1","12.775390625","-146.811401367188","-0.0612312578596175"
"1","12.78515625","-144.740158081055","-0.0606617322773673"
"1","12.794921875","-142.822891235352","-0.0603801017859951"
"1","12.8046875","-142.073013305664","-0.0595781202719081"
"1","12.814453125","-141.881591796875","-0.0597926991758868"
"1","12.82421875","-141.017120361328","-0.0595316305407323"
"1","12.833984375","-139.729187011719","-0.0601869833189994"
"1","12.84375","-137.016586303711","-0.0590300551266409"
"1","12.853515625","-134.844879150391","-0.0584024201089051"
"1","12.86328125","-134.105834960938","-0.0585284833505284"
"1","12.873046875","-133.862838745117","-0.0581762178626377"
"1","12.8828125","-133.264221191406","-0.0578963772568386"
"1","12.892578125","-132.301422119141","-0.0577300779696088"
"1","12.90234375","-129.470504760742","-0.057047902373597"
"1","12.912109375","-126.759452819824","-0.0570791962672956"
"1","12.921875","-125.051338195801","-0.0569370386074297"
"1","12.931640625","-124.299812316895","-0.0563549983780831"
"1","12.94140625","-124.484687805176","-0.0562110544706229"
"1","12.951171875","-123.511940002441","-0.0562530767638236"
"1","12.9609375","-121.947624206543","-0.0556701415916905"
"1","12.970703125","-119.680458068848","-0.055026412155712"
"1","12.98046875","-118.132881164551","-0.0552678102394566"
"1","12.990234375","-117.1123046875","-0.0552472483832389"
"1","13","-116.67066192627","-0.0545758011867292"
"1","13.009765625","-116.295455932617","-0.0539901848242152"
"1","13.01953125","-115.262634277344","-0.0535386789124459"
"1","13.029296875","-113.004661560059","-0.053796171414433"
"1","13.0390625","-110.416473388672","-0.0526812655152753"
"1","13.048828125","-109.066459655762","-0.0527304400748108"
"1","13.05859375","-108.937515258789","-0.0524729475728236"
"1","13.068359375","-108.73095703125","-0.0521761176059954"
"1","13.078125","-107.468086242676","-0.0519186251040082"
"1","13.087890625","-105.811820983887","-0.0521904221386649"
"1","13.09765625","-103.560966491699","-0.0510951867909171"
"1","13.107421875","-102.104927062988","-0.0505095704284031"
"1","13.1171875","-101.219261169434","-0.050120652304031"
"1","13.126953125","-101.497833251953","-0.0504505624121521"
"1","13.13671875","-101.512542724609","-0.050533712055767"
"1","13.146484375","-100.724449157715","-0.0502878428960685"
"1","13.15625","-98.8177337646484","-0.0496208667755127"
"1","13.166015625","-96.1148376464844","-0.0495457643410191"
"1","13.17578125","-95.2560653686523","-0.0490862148581073"
"1","13.185546875","-94.6908569335938","-0.0483155235997401"
"1","13.1953125","-94.2886657714844","-0.0482574105262756"
"1","13.205078125","-93.1576309204102","-0.048035682993941"
"1","13.21484375","-91.6300430297852","-0.0483754265587777"
"1","13.224609375","-89.2311859130859","-0.0472462161269505"
"1","13.234375","-87.6430130004883","-0.0471255189040676"
"1","13.244140625","-86.884407043457","-0.0461930030724034"
"1","13.25390625","-86.6406555175781","-0.0466954697913025"
"1","13.263671875","-86.117073059082","-0.0453060856671073"
"1","13.2734375","-84.9780654907227","-0.0454089058621321"
"1","13.283203125","-82.9955368041992","-0.0455483786936384"
"1","13.29296875","-81.8101654052734","-0.0455680492450483"
"1","13.302734375","-80.9936904907227","-0.0446489466412459"
"1","13.3125","-80.6307678222656","-0.0448554746981245"
"1","13.322265625","-80.6902236938477","-0.0446650374215096"
"1","13.33203125","-79.5740203857422","-0.0441473712271545"
"1","13.341796875","-77.1218795776367","-0.0439882278442383"
"1","13.3515625","-75.1738433837891","-0.0433257227996364"
"1","13.361328125","-74.1392059326172","-0.0424388053943403"
"1","13.37109375","-73.9270782470703","-0.043567120883381"
"1","13.380859375","-73.4584274291992","-0.0427114973717835"
"1","13.390625","-72.5382614135742","-0.0431603184551932"
"1","13.400390625","-71.1989364624023","-0.0415188078477513"
"1","13.41015625","-68.6791763305664","-0.0412228691857308"
"1","13.419921875","-67.5211791992188","-0.0410512075177394"
"1","13.4296875","-67.1130828857422","-0.0410941247537266"
