"File Path: C:\Users\Administrator\Desktop\BME_labs\2026\Group 2\G2_Sample_2 26-03-2026 17 42 26\DAQ- Time, … - (Timed).csv   
Test: Solution
Test Run: G2_Sample_2
Date: 26/03/2026 17:34:52

"
"cycle_nb","Time ","Axial Force ","Axial Displacement "
"cycle_nb","sec","N","mm"
"1","8.9619140625","-130.859405517578","-0.0661343365209177"
"1","8.9716796875","-133.315505981445","-0.066158470872324"
"1","8.9814453125","-136.480926513672","-0.0669801229378209"
"1","8.9912109375","-138.032333374023","-0.0670811568852514"
"1","9.0009765625","-138.322509765625","-0.0671499947202392"
"1","9.0107421875","-138.224914550781","-0.0671884408802725"
"1","9.0205078125","-138.508712768555","-0.067782100813929"
"1","9.0302734375","-139.419998168945","-0.0680932425893843"
"1","9.0400390625","-140.454666137695","-0.067460241552908"
"1","9.0498046875","-141.324264526367","-0.067954657424707"
"1","9.0595703125","-139.796081542969","-0.0679779041092843"
"1","9.0693359375","-137.604522705078","-0.0678804499329999"
"1","9.0791015625","-135.759216308594","-0.067565735662356"
"1","9.0888671875","-134.669067382813","-0.0669005530653521"
"1","9.0986328125","-135.057006835938","-0.067143737396691"
"1","9.1083984375","-135.030487060547","-0.0676095514791086"
"1","9.1181640625","-133.581008911133","-0.0670811568852514"
"1","9.1279296875","-130.64582824707","-0.066417756897863"
"1","9.1376953125","-127.789978027344","-0.0658321368973702"
"1","9.1474609375","-126.380401611328","-0.065334141254425"
"1","9.1572265625","-126.75080871582","-0.0666162377456203"
"1","9.1669921875","-126.361396789551","-0.0663444370729849"
"1","9.1767578125","-125.230178833008","-0.0654718314763159"
"1","9.1865234375","-123.200271606445","-0.0658652206766419"
"1","9.1962890625","-120.761863708496","-0.0660216828691773"
"1","9.2060546875","-118.862945556641","-0.064855812524911"
"1","9.2158203125","-117.545921325684","-0.0646027910988778"
"1","9.2255859375","-116.813957214355","-0.0644615283817984"
"1","9.2353515625","-116.642997741699","-0.0636997792753391"
"1","9.2451171875","-114.796798706055","-0.0640672442386858"
"1","9.2548828125","-112.040496826172","-0.064318475779146"
"1","9.2646484375","-109.515838623047","-0.0629228379693814"
"1","9.2744140625","-107.984909057617","-0.0632813607808203"
"1","9.2841796875","-108.00910949707","-0.0625464308541268"
"1","9.2939453125","-107.639183044434","-0.0628834968665615"
"1","9.3037109375","-106.679931640625","-0.0621476792730391"
"1","9.3134765625","-104.103813171387","-0.0617426630924456"
"1","9.3232421875","-101.859275817871","-0.0620663195149973"
"1","9.3330078125","-100.531555175781","-0.061204431403894"
"1","9.3427734375","-98.7487106323242","-0.060791371652158"
"1","9.3525390625","-98.312141418457","-0.0609925373282749"
"1","9.3623046875","-98.1810302734375","-0.0603488078922965"
"1","9.3720703125","-96.9233551025391","-0.0601556894253008"
"1","9.3818359375","-93.8975143432617","-0.0596335521549918"
"1","9.3916015625","-91.9295883178711","-0.0594815610384103"
"1","9.4013671875","-90.62548828125","-0.059104262618348"
"1","9.4111328125","-90.0796966552734","-0.0585892812523525"
"1","9.4208984375","-89.1623687744141","-0.0582638385822065"
"1","9.4306640625","-88.1039581298828","-0.0582164539082441"
"1","9.4404296875","-86.313362121582","-0.0581341992074158"
"1","9.4501953125","-84.6127548217773","-0.057270528486697"
"1","9.4599609375","-83.1902084350586","-0.0572723147342913"
"1","9.4697265625","-82.5842895507813","-0.0565767295483965"
"1","9.4794921875","-82.2932739257813","-0.0568243849556893"
"1","9.4892578125","-81.5025405883789","-0.0562101595278364"
"1","9.4990234375","-80.2510681152344","-0.0562164204893634"
"1","9.5087890625","-78.0058898925781","-0.0558605788683053"
"1","9.5185546875","-76.5155715942383","-0.0552481396880466"
"1","9.5283203125","-75.6615524291992","-0.054735839512432"
"1","9.5380859375","-75.5559692382813","-0.0549843898625113"
"1","9.5478515625","-75.2637481689453","-0.0544935464859009"
"1","9.5576171875","-74.2102127075195","-0.0547966374142561"
"1","9.5673828125","-72.2603378295898","-0.0541645276825875"
"1","9.5771484375","-70.2041397094727","-0.0534698374394793"
"1","9.5869140625","-68.9550933837891","-0.0534054634044878"
"1","9.5966796875","-68.8315811157227","-0.0534421196789481"
"1","9.6064453125","-69.1818542480469","-0.0530916440766305"
"1","9.6162109375","-68.5947952270508","-0.0527679912920576"
"1","9.6259765625","-67.2685699462891","-0.0521644942637067"
"1","9.6357421875","-65.6102142333984","-0.0522413865837734"
"1","9.6455078125","-64.1968154907227","-0.0522994996572379"
"1","9.6552734375","-63.4568634033203","-0.0518828637723345"
"1","9.6650390625","-63.0432510375977","-0.0511416801600717"
"1","9.6748046875","-62.2456741333008","-0.0514698040205985"
"1","9.6845703125","-60.9613265991211","-0.0497961045766715"
"1","9.6943359375","-59.4856567382813","-0.0494742380396929"
"1","9.7041015625","-58.1166801452637","-0.0491604223498143"
"1","9.7138671875","-57.7588577270508","-0.0489199155708775"
"1","9.7236328125","-57.6904602050781","-0.0487741817778442"
"1","9.7333984375","-58.1020812988281","-0.0491291284561157"
"1","9.7431640625","-57.2706069946289","-0.0481832030345686"
"1","9.7529296875","-55.4337005615234","-0.0482091309095267"
"1","9.7626953125","-53.1642074584961","-0.0482395298604388"
"1","9.7724609375","-52.1536674499512","-0.047094225010369"
