"File Path: C:\Users\Administrator\Desktop\BME_labs\2026\Group 2\G2_Sample_1 26-03-2026 17 28 13\DAQ- Time, … - (Timed).csv   
Test: Solution
Test Run: G2_Sample_1
Date: 26/03/2026 17:20:37

"
"cycle_nb","Time ","Axial Force ","Axial Displacement "
"cycle_nb","sec","N","mm"
"1","16.7880859375","-4.398277759552","0.00100046395345998"
"1","16.7978515625","-3.82540273666382","0.00123828647247137"
"1","16.8076171875","-4.25283813476563","0.001701414589661"
"1","16.8173828125","-4.97630786895752","0.00105321407772863"
"1","16.8271484375","-5.57474803924561","0.00113368037091277"
"1","16.8369140625","-5.64732122421265","0.00110059977487253"
"1","16.8466796875","-4.86076354980469","0.000759065130750969"
"1","16.8564453125","-4.3901195526123","0.000513195971052482"
"1","16.8662109375","-4.75876951217651","0.000507831600771169"
"1","16.8759765625","-5.33534669876099","0.000140368939582913"
"1","16.8857421875","-6.16567230224609","-0.000511407847625378"
"1","16.8955078125","-6.03889560699463","-0.000962018930295017"
"1","16.9052734375","-5.87282228469849","-0.00107914206637361"
"1","16.9150390625","-5.94166564941406","-0.00148594381244038"
"1","16.9248046875","-5.51393699645996","-0.00154405836383376"
"1","16.9345703125","-5.93117427825928","-0.00156372789206216"
"1","16.9443359375","-6.79227542877197","-0.00260084857472975"
"1","16.9541015625","-7.48995685577393","-0.00235408538173942"
"1","16.9638671875","-7.30756664276123","-0.00287979833046847"
"1","16.9736328125","-6.51863384246826","-0.0036746264413523"
"1","16.9833984375","-6.65126371383667","-0.00327497718899394"
"1","16.9931640625","-6.94601345062256","-0.00376224511455803"
"1","17.0029296875","-7.63569021224976","-0.00492721801492735"
"1","17.0126953125","-8.09623432159424","-0.00486552698930609"
"1","17.0224609375","-8.40062236785889","-0.00475287424706039"
"1","17.0322265625","-7.98085689544678","-0.00551283346794662"
"1","17.0419921875","-7.44593811035156","-0.00534117225470254"
"1","17.0517578125","-7.49346351623535","-0.0057721135817701"
"1","17.0615234375","-8.25576972961426","-0.00583022847422399"
"1","17.0712890625","-8.94946956634521","-0.00637471657682909"
"1","17.0810546875","-9.23262405395508","-0.00702828174325987"
"1","17.0908203125","-8.91550922393799","-0.00734299419491435"
"1","17.1005859375","-8.41883945465088","-0.00702649367667618"
"1","17.1103515625","-8.31424713134766","-0.00832825935503934"
"1","17.1201171875","-8.81977367401123","-0.00848829768074211"
"1","17.1298828125","-9.74808311462402","-0.00824868675408652"
"1","17.1396484375","-10.1432342529297","-0.00909805294213584"
"1","17.1494140625","-10.1635322570801","-0.00945121064432897"
"1","17.1591796875","-10.0286254882813","-0.00932872262637829"
"1","17.1689453125","-9.69612979888916","-0.00994294896372594"
"1","17.1787109375","-9.66426467895508","-0.0102862713902141"
"1","17.1884765625","-10.3338804244995","-0.01048207286658"
"1","17.1982421875","-11.2777528762817","-0.0106644629340735"
"1","17.2080078125","-11.5196542739868","-0.0109755992525606"
"1","17.2177734375","-11.0914926528931","-0.0113171336124651"
"1","17.2275390625","-10.66721534729","-0.0119000669656089"
"1","17.2373046875","-10.7626848220825","-0.0118964908324415"
"1","17.2470703125","-11.2611427307129","-0.0124132629935048"
"1","17.2568359375","-12.120078086853","-0.0126457216538256"
"1","17.2666015625","-12.585958480835","-0.0132125614982215"
"1","17.2763671875","-12.340913772583","-0.0129121544887312"
"1","17.2861328125","-11.8776597976685","-0.0135809186758706"
"1","17.2958984375","-11.6973924636841","-0.0134807823997107"
"1","17.3056640625","-12.1445817947388","-0.0142300132210949"
"1","17.3154296875","-13.1074523925781","-0.0146010515891248"
"1","17.3251953125","-13.3600826263428","-0.0153520704770926"
"1","17.3349609375","-13.4369735717773","-0.0156363839778351"
"1","17.3447265625","-13.3212747573853","-0.0159484152391087"
"1","17.3544921875","-12.6717615127563","-0.0152939555846388"
"1","17.3642578125","-13.1696882247925","-0.0156658879859606"
"1","17.3740234375","-13.7736740112305","-0.0160673262143973"
"1","17.3837890625","-14.5670909881592","-0.0178965929080732"
"1","17.3935546875","-14.9870939254761","-0.0172770014614798"
"1","17.4033203125","-14.6304864883423","-0.0168719889188651"
"1","17.4130859375","-14.3665542602539","-0.0175166132976301"
"1","17.4228515625","-13.9350261688232","-0.0180307033588178"
"1","17.4326171875","-14.4131851196289","-0.018454491510056"
"1","17.4423828125","-15.171706199646","-0.0182649491762277"
"1","17.4521484375","-15.8674049377441","-0.0187289715540828"
"1","17.4619140625","-15.9236602783203","-0.0195944303413853"
"1","17.4716796875","-15.425048828125","-0.0199440128199058"
"1","17.4814453125","-15.156925201416","-0.0202086575882277"
"1","17.4912109375","-15.4164428710938","-0.0193136929738102"
"1","17.5009765625","-16.3012371063232","-0.0205644973902963"
"1","17.5107421875","-16.9440727233887","-0.0207111243071267"
"1","17.5205078125","-17.5001010894775","-0.0216498974623391"
"1","17.5302734375","-17.0896949768066","-0.0212118029594421"
"1","17.5400390625","-16.5535182952881","-0.0213745242945151"
"1","17.5498046875","-16.4368419647217","-0.0214773408515612"
"1","17.5595703125","-17.3163414001465","-0.0228336448344635"
"1","17.5693359375","-18.2949714660645","-0.0233557821047725"
"1","17.5791015625","-18.6223392486572","-0.0235623119806405"
"1","17.5888671875","-18.1779308319092","-0.0235882398555987"
"1","17.5986328125","-18.0364437103271","-0.0235551597143058"
"1","17.6083984375","-17.9062595367432","-0.0242435926338658"
"1","17.6181640625","-18.0153770446777","-0.0240907065744977"
"1","17.6279296875","-18.7670669555664","-0.0248613960138755"
"1","17.6376953125","-19.6705665588379","-0.0255391005339334"
"1","17.6474609375","-19.6460227966309","-0.0258252021012595"
"1","17.6572265625","-19.3002967834473","-0.0258618601947092"
"1","17.6669921875","-19.1934680938721","-0.0251215697062435"
"1","17.6767578125","-19.1793594360352","-0.0265735379798571"
"1","17.6865234375","-20.2481479644775","-0.0273406512860674"
"1","17.6962890625","-20.9670372009277","-0.0273960831691511"
"1","17.7060546875","-21.4940490722656","-0.0275892016361468"
"1","17.7158203125","-20.8950634002686","-0.0282642249658238"
"1","17.7255859375","-20.0143089294434","-0.0279584528470878"
"1","17.7353515625","-19.8441715240479","-0.0282177334156586"
"1","17.7451171875","-20.3908081054688","-0.0280603762803366"
"1","17.7548828125","-21.552806854248","-0.0289660692942562"
"1","17.7646484375","-22.2256774902344","-0.028748811018886"
"1","17.7744140625","-22.1302909851074","-0.0298994782497175"
"1","17.7841796875","-21.6493949890137","-0.0308221569866873"
"1","17.7939453125","-21.2841510772705","-0.0304931400023634"
