X_Test 4 -1 - time [sec]	Y_Test 4 - 1 - Fn [mN]	X_Test 4 -1 - time [sec].1	Y_Test 4 - 1 - Pd [nm]	X_Test 4 -2 - time [sec]	Y_Test 4 - 2 - Fn [mN]	X_Test 4 -2 - time [sec].1	Y_Test 4 - 2 - Pd [nm]	X_Test 4 -3 - time [sec]	Y_Test 4 - 3 - Fn [mN]	X_Test 4 -3 - time [sec].1	Y_Test 4 - 3 - Pd [nm]	X_Test 4 -4 - time [sec]	Y_Test 4 - 4 - Fn [mN]	X_Test 4 -4 - time [sec].1	Y_Test 4 - 4 - Pd [nm]	X_Test 4 -5 - time [sec]	Y_Test 4 - 5 - Fn [mN]	X_Test 4 -5 - time [sec].1	Y_Test 4 - 5 - Pd [nm]	X_Test 4 -6 - time [sec]	Y_Test 4 - 6 - Fn [mN]	X_Test 4 -6 - time [sec].1	Y_Test 4 - 6 - Pd [nm]	X_Test 4 -10 - time [sec]	Y_Test 4 - 10 - Fn [mN]	X_Test 4 -10 - time [sec].1	Y_Test 4 - 10 - Pd [nm]	X_Test 4 -11 - time [sec]	Y_Test 4 - 11 - Fn [mN]	X_Test 4 -11 - time [sec].1	Y_Test 4 - 11 - Pd [nm]	X_Test 4 -12 - time [sec]	Y_Test 4 - 12 - Fn [mN]	X_Test 4 -12 - time [sec].1	Y_Test 4 - 12 - Pd [nm]	X_Test 4 -13 - time [sec]	Y_Test 4 - 13 - Fn [mN]	X_Test 4 -13 - time [sec].1	Y_Test 4 - 13 - Pd [nm]	X_Test 4 -14 - time [sec]	Y_Test 4 - 14 - Fn [mN]	X_Test 4 -14 - time [sec].1	Y_Test 4 - 14 - Pd [nm]	X_Test 4 -15 - time [sec]	Y_Test 4 - 15 - Fn [mN]	X_Test 4 -15 - time [sec].1	Y_Test 4 - 15 - Pd [nm]	X_Test 4 -16 - time [sec]	Y_Test 4 - 16 - Fn [mN]	X_Test 4 -16 - time [sec].1	Y_Test 4 - 16 - Pd [nm]	X_Test 4 -17 - time [sec]	Y_Test 4 - 17 - Fn [mN]	X_Test 4 -17 - time [sec].1	Y_Test 4 - 17 - Pd [nm]	X_Test 4 -18 - time [sec]	Y_Test 4 - 18 - Fn [mN]	X_Test 4 -18 - time [sec].1	Y_Test 4 - 18 - Pd [nm]	X_Test 4 -19 - time [sec]	Y_Test 4 - 19 - Fn [mN]	X_Test 4 -19 - time [sec].1	Y_Test 4 - 19 - Pd [nm]	X_Test 4 -20 - time [sec]	Y_Test 4 - 20 - Fn [mN]	X_Test 4 -20 - time [sec].1	Y_Test 4 - 20 - Pd [nm]	X_Test 4 -21 - time [sec]	Y_Test 4 - 21 - Fn [mN]	X_Test 4 -21 - time [sec].1	Y_Test 4 - 21 - Pd [nm]	Unnamed: 72	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
0.0999999999999943	0.054399889192165124	0.0999999999999943	37.1536179955001	0.0999999999999943	0.055631355526968004	0.0999999999999943	31.7233070745719	0.0999999999999943	0.05563276420586887	0.0999999999999943	32.3243421007648	0.0999999999999943	0.05431971414491475	0.0999999999999943	34.1433678840984	0.100000000000009	0.05544183721472774	0.100000000000009	32.0702565659304	0.0999999999999943	0.05389551910469212	0.0999999999999943	45.8920112578197	0.100000000000001	0.05480561094927938	0.100000000000001	33.3036859956337	0.100000000000001	0.054417419199446995	0.100000000000001	31.5143552143128	0.100000000000001	0.05414775028746525	0.100000000000001	34.7009199685999	0.100000000000001	0.054614623114332	0.100000000000001	31.9188620778733	0.100000000000001	0.053813381834164495	0.100000000000001	36.9945337297394	0.100000000000001	0.055308904979707876	0.100000000000001	47.1207704322296	0.0999999999999943	0.054670307360251504	0.0999999999999943	35.404136724537	0.0999999999999943	0.05387584213328213	0.0999999999999943	39.9327791456014	0.0999999999999943	0.05485127443601549	0.0999999999999943	39.4479047827187	0.0999999999999943	0.055968470539294504	0.0999999999999943	30.0353804050246	0.100000000000009	0.05493318316590412	0.100000000000009	49.6091615787014	0.100000000000009	0.0549694701574725	0.100000000000009	38.5512066714		
0.200000000000003	0.11884000129567426	0.200000000000003	71.1072198100736	0.199999999999989	0.11953035882939	0.199999999999989	60.124539231765	0.200000000000003	0.1195386126946905	0.200000000000003	59.7090502196806	0.199999999999989	0.11866144500973089	0.199999999999989	65.6548763799945	0.200000000000003	0.11945219876651589	0.200000000000003	59.1955267736925	0.200000000000003	0.11986696768268626	0.200000000000003	82.1837602416053	0.200000000000003	0.119316085953756	0.200000000000003	61.4055943515268	0.200000000000003	0.11827192669274963	0.200000000000003	61.1447603660054	0.199999999999996	0.11849138133670836	0.199999999999996	65.4471568850569	0.200000000000003	0.11875385811117714	0.200000000000003	60.6849425821563	0.200000000000003	0.118342152865044	0.200000000000003	71.5292253516962	0.200000000000003	0.1210271989993695	0.200000000000003	83.6253593661242	0.199999999999989	0.11835109313382337	0.199999999999989	69.0322849550283	0.200000000000003	0.11871225982365038	0.200000000000003	76.2391164244036	0.200000000000003	0.11970073132602713	0.200000000000003	72.6605730960724	0.200000000000003	0.120163590671592	0.200000000000003	54.631864259136	0.200000000000003	0.12142600450661326	0.200000000000003	85.9707279232684	0.200000000000003	0.11903875692833887	0.200000000000003	72.1619016985638		
0.299999999999997	0.18340455648890774	0.299999999999997	100.758998087258	0.299999999999997	0.18423651532684313	0.299999999999997	84.5571003083029	0.299999999999997	0.18438549642653287	0.299999999999997	82.7740814202111	0.299999999999997	0.18402696685397626	0.299999999999997	91.1106099010793	0.300000000000011	0.1831676530594654	0.300000000000011	85.0323976919757	0.299999999999997	0.18486354783046088	0.299999999999997	110.284258880711	0.300000000000004	0.18385274921992573	0.300000000000004	84.4389796839097	0.300000000000004	0.1823827261666755	0.300000000000004	86.9857103680261	0.299999999999997	0.18364995836985373	0.299999999999997	89.5935136213669	0.299999999999997	0.18290937189803702	0.299999999999997	86.1407761476586	0.300000000000004	0.184068982162269	0.300000000000004	96.8427366387913	0.300000000000004	0.18551744286842137	0.300000000000004	115.255461423658	0.299999999999983	0.182904214342263	0.299999999999983	97.4187196334239	0.299999999999997	0.18468386695384575	0.299999999999997	103.514394140802	0.299999999999997	0.18440670654300712	0.299999999999997	101.445225482166	0.299999999999997	0.18454597508762324	0.299999999999997	75.3872882341963	0.299999999999997	0.1869521255703315	0.299999999999997	113.847345346585	0.299999999999997	0.18400977363724275	0.299999999999997	100.931729321018		
0.399999999999991	0.24782650119356775	0.399999999999991	126.216791613842	0.399999999999991	0.24833113770135037	0.399999999999991	105.177928162448	0.400000000000006	0.24832989930745197	0.400000000000006	101.985260698711	0.399999999999991	0.24802474212763348	0.399999999999991	112.196958070854	0.400000000000006	0.24760662151210988	0.400000000000006	108.565627670032	0.399999999999991	0.249062774194662	0.399999999999991	135.560126182099	0.400000000000006	0.24782899069807163	0.400000000000006	105.300318864465	0.399999999999999	0.24664355498614388	0.399999999999999	110.648825284443	0.399999999999999	0.2476705954194405	0.399999999999999	110.324554043473	0.399999999999999	0.247343364523662	0.399999999999999	107.459600258153	0.399999999999999	0.24812991700969278	0.399999999999999	118.453867798962	0.399999999999999	0.2502852821477089	0.399999999999999	143.040269904304	0.400000000000006	0.24788280338535748	0.400000000000006	121.713624139375	0.399999999999991	0.24908007048619124	0.399999999999991	124.35076314432	0.399999999999991	0.2489460471613264	0.399999999999991	126.358631860057	0.400000000000006	0.24808089689426663	0.400000000000006	94.3357281357748	0.400000000000006	0.2511552566406127	0.400000000000006	138.584614433058	0.400000000000006	0.24802398169654838	0.400000000000006	125.890655908733		
0.5	0.3113818132335341	0.5	148.628446368092	0.5	0.3118547172548299	0.5	123.653708214988	0.5	0.3117620281556156	0.5	119.627115964249	0.5	0.31196670167847	0.5	130.731968965847	0.5	0.3112586127420244	0.5	128.400520225114	0.5	0.312634476837915	0.5	158.499906319776	0.5	0.31120942508926497	0.5	124.050675367471	0.5	0.3103618910492595	0.5	131.46764558769	0.5	0.31102192147086	0.5	129.567492876959	0.5	0.3114839160685774	0.5	125.26302725746	0.5	0.31146346704282035	0.5	138.988852995681	0.5	0.3140802943393207	0.5	167.04507288523	0.5	0.3113553880105785	0.5	142.126850732893	0.5	0.3124115203506615	0.5	143.214624586107	0.5	0.31231305282768784	0.5	148.165217979113	0.5	0.3116863016074226	0.5	111.161616587196	0.5	0.3141845855712675	0.5	162.061992341478	0.5	0.31219669491847424	0.5	147.468372233561		
0.599999999999994	0.37554426277199626	0.599999999999994	168.433221006125	0.599999999999994	0.37509446975903626	0.599999999999994	140.227939482429	0.599999999999994	0.37520278059554624	0.599999999999994	136.205990202142	0.599999999999994	0.374605289608371	0.599999999999994	147.588566505874	0.600000000000009	0.37487114087190826	0.600000000000009	145.521598824417	0.599999999999994	0.37687746794806876	0.599999999999994	178.075902113051	0.600000000000001	0.3749682373384976	0.600000000000001	141.156442623469	0.600000000000001	0.3738783262312545	0.600000000000001	150.075043165998	0.600000000000001	0.37469362545153523	0.600000000000001	146.730590131483	0.600000000000001	0.3746017205656609	0.600000000000001	141.507080115844	0.600000000000001	0.3745913476128112	0.600000000000001	158.988759721978	0.600000000000001	0.3775178808102	0.600000000000001	189.273396244971	0.599999999999994	0.37533858799588504	0.599999999999994	160.457207130093	0.599999999999994	0.37589927971215753	0.599999999999994	161.422008204681	0.599999999999994	0.3755331780372487	0.599999999999994	168.516949088371	0.599999999999994	0.3750441995943975	0.599999999999994	126.760814964655	0.600000000000009	0.37775328420827253	0.600000000000009	184.304112735845	0.600000000000009	0.3759469619379975	0.600000000000009	166.350905601575		
0.700000000000003	0.43858283209549875	0.700000000000003	186.759471034748	0.699999999999989	0.43866759366957375	0.699999999999989	155.542438733392	0.700000000000003	0.43831872601281374	0.700000000000003	151.459225889994	0.699999999999989	0.4386306970028513	0.699999999999989	162.676224135794	0.700000000000003	0.4382825309502112	0.700000000000003	161.371881404193	0.700000000000003	0.4404141500634113	0.700000000000003	195.443863049149	0.700000000000003	0.4379141227365112	0.700000000000003	156.866240104137	0.700000000000003	0.4371581337527963	0.700000000000003	166.719223670952	0.699999999999996	0.4377720744054262	0.699999999999996	162.373316925368	0.700000000000003	0.4377969760261088	0.700000000000003	156.665687427449	0.700000000000003	0.43781223232316246	0.700000000000003	177.885021912516	0.700000000000003	0.440950882445805	0.700000000000003	210.021635211888	0.699999999999989	0.4379835935928562	0.699999999999989	177.721508407558	0.700000000000003	0.4387838493639975	0.700000000000003	179.416865648818	0.700000000000003	0.43923061587790496	0.700000000000003	188.023946066096	0.700000000000003	0.43808507214033	0.700000000000003	141.661303132423	0.700000000000003	0.441185092677855	0.700000000000003	204.453617698164	0.700000000000003	0.4391008090530787	0.700000000000003	183.315460162703		
0.799999999999997	0.501927679634655	0.799999999999997	203.843760573363	0.799999999999997	0.5017852040077387	0.799999999999997	169.438558259571	0.799999999999997	0.5015298325461337	0.799999999999997	165.680730788153	0.799999999999997	0.5017242213762	0.799999999999997	176.940015990112	0.800000000000011	0.5011310069068351	0.800000000000011	176.568105416664	0.799999999999997	0.503225565459255	0.799999999999997	210.850344046776	0.800000000000004	0.5007209734878637	0.800000000000004	171.745905390708	0.800000000000004	0.500673829679355	0.800000000000004	181.951627382659	0.799999999999997	0.5010509150068312	0.799999999999997	177.270680978836	0.799999999999997	0.5008245630926176	0.799999999999997	171.017159118492	0.800000000000004	0.5009790762986363	0.800000000000004	194.957210624125	0.800000000000004	0.5041897717122638	0.800000000000004	229.154015869426	0.799999999999983	0.5015452548695175	0.799999999999983	193.650694200187	0.799999999999997	0.5018093266575825	0.799999999999997	196.80796413013	0.799999999999997	0.5021654829483675	0.799999999999997	206.323634301952	0.799999999999997	0.5011438538545687	0.799999999999997	155.543789333024	0.799999999999997	0.5041250843868526	0.799999999999997	223.152478611155	0.799999999999997	0.5024713033590037	0.799999999999997	199.269939002988		
0.899999999999991	0.5649832781903925	0.899999999999991	220.050233110668	0.899999999999991	0.5641174222086338	0.899999999999991	183.137694875768	0.900000000000006	0.5646566614492763	0.900000000000006	179.219814526732	0.899999999999991	0.5643105612943087	0.899999999999991	190.9366756081	0.900000000000006	0.5643638152557112	0.900000000000006	191.364069905831	0.899999999999991	0.5664406275303112	0.899999999999991	225.270546252432	0.900000000000006	0.56449366466178	0.900000000000006	186.58008229977	0.899999999999999	0.5634054466333913	0.899999999999999	196.711039279762	0.899999999999999	0.5637599450251238	0.899999999999999	191.567010006111	0.899999999999999	0.5637176497616437	0.899999999999999	184.928812814178	0.899999999999999	0.5640175767552037	0.899999999999999	211.605542972393	0.899999999999999	0.5672771233818262	0.899999999999999	246.123786382668	0.900000000000006	0.5643576336384675	0.900000000000006	208.472870326659	0.899999999999991	0.5646160885695	0.899999999999991	213.122748391469	0.899999999999991	0.5650958620993087	0.899999999999991	224.005161726381	0.900000000000006	0.5638053193037512	0.900000000000006	168.994797604682	0.900000000000006	0.5674842370398787	0.900000000000006	240.716549342324	0.900000000000006	0.5650229491850175	0.900000000000006	214.213855542766		
