Group,Sample_ID,M2M_ratio_Mean,M2M_ratio_SD
Group2,1,2.0341293776455323,0.12916676646368902
Group2,2,1.6559735454736895,0.2722565379423042
Group2,A5,1.2494036169356468,0.16408857302157678
Group2,B3,0.6729246580378199,0.23020596598569634
