Sample_ID,M2M_ratio_v2/a3
1,1.7609465168634506
1,1.7351579462674487
1,1.5200800879456768
2,1.4498171692919304
2,1.3325666304729193
2,1.5845240960488414
3,0.8781520664812916
3,1.1650535947146319
3,0.5628448374432292
4,1.164359114100885
4,1.3325666304729193
4,0.8802757949103448
