Sample_ID,M2M_ratio_Mean,M2M_ratio_SD
1,1.6720615170255255,0.13224987214440326
2,1.4556359652712303,0.12607947852385426
3,0.8686834995463842,0.30121601410523047
4,1.1257338464947164,0.22860595673934017
